,,,"East West University
Offered Courses (Fall - 25)",


Course,Section,Faculty,Capacity,Timing
ENG7299,1,RZO,0/20,MW 03:10 PM - 04:40 PM
ENG7299,2,SHZ,0/20,MW 01:30 PM - 03:00 PM

ENG7300,1,SMAS,0/20,MW 01:30 PM - 03:00 PM
ENG7300,2,SSNM,0/20,MW 08:30 AM - 10:00 AM
ENG7310,1,DFA,0/20,TR 03:10 PM - 04:40 PM
ENG7310,2,SHZ,0/20,S 01:30 PM - 03:00 PM
ENG7310,2,SHZ,0/20,R 01:30 PM - 03:00 PM
ENG7311,1,SMAS,0/20,R 03:10 PM - 04:40 PM
ENG7311,1,SMAS,0/20,T 03:10 PM - 04:40 PM
ENG7311,2,ROUF,0/20,ST 03:10 PM - 04:40 PM
ENG7313,1,IJDT,0/20,TR 08:30 AM - 10:00 AM
ENG7316,1,NSNI,0/20,T 11:50 AM - 01:20 PM
ENG7316,1,NSNI,0/20,R 11:50 AM - 01:20 PM
ENG7319,1,SABIHA,0/20,MW 10:10 AM - 11:40 AM
ENG7321,1,FSPI,0/40,MW 11:50 AM - 01:20 PM
ENG7333,1,IJDT,0/20,MW 08:30 AM - 10:00 AM
ENG7334,1,DASA,0/40,MW 11:50 AM - 01:20 PM
ENG7338,1,SR,0/20,ST 01:30 PM - 03:00 PM
ENG7338,2,SR,0/20,ST 11:50 AM - 01:20 PM
ENG7399,1,FA,0/40,MW 01:30 PM - 03:00 PM
ENG7411,1,DMQ,0/20,ST 10:10 AM - 11:40 AM
ENG7412,1,AJ,0/20,ST 01:30 PM - 03:00 PM
ENG7412,2,MTUR,0/20,TR 03:10 PM - 04:40 PM
ENG7413,1,MEU,0/20,MW 03:10 PM - 04:40 PM
ENG7415,1,MEU,0/20,MW 01:30 PM - 03:00 PM
ENG7426,1,SNH,0/20,MW 10:10 AM - 11:40 AM

ENG7433,1,MIJ,0/15,T 10:10 AM - 11:40 AM
ENG7433,1,MIJ,0/15,R 10:10 AM - 11:40 AM
ENG7466,1,TBA,0/0,MW 03:10 PM - 04:40 PM
ENG9501,1,FA,0/20,T 05:30 PM - 08:30 PM
ENG9505,1,DASA,0/20,S 05:30 PM - 08:30 PM
ENG9509,1,SNH,0/20,A 02:00 PM - 05:00 PM
ENG9511,1,MIJ,0/20,F 09:00 AM - 12:00 PM
ENG9512,1,ARI,0/20,W 05:30 PM - 08:30 PM
ECO502,1,DHN,0/40,A 03:20 PM - 06:20 PM
ECO590,1,TBA,0/40,A 09:00 AM - 12:00 PM
ECO595,1,TBA,0/40,F 09:00 AM - 12:00 PM
ECO622,1,DEH,0/40,F 02:30 PM - 05:30 PM
ECO699,1,TBA,0/40,F 09:00 AM - 10:00 AM
ECO7101,1,MC,0/40,MW 11:50 AM - 01:20 PM
ECO7101,2,TMNA,0/40,MW 01:30 PM - 03:00 PM
ECO7101,3,IH,0/40,SR 08:30 AM - 10:00 AM
ECO7101,4,AMRH,0/40,ST 08:30 AM - 10:00 AM
ECO7101,5,STO,0/40,MW 08:30 AM - 10:00 AM
ECO7101,6,IH,0/40,SR 10:10 AM - 11:40 AM
ECO7101,7,BAM,0/40,MW 01:30 PM - 03:00 PM
ECO7101,8,UM,0/40,MW 10:10 AM - 11:40 AM
ECO7101,9,AMRH,0/40,ST 10:10 AM - 11:40 AM
ECO7101,10,TBA3,0/40,T 08:30 AM - 10:00 AM
ECO7101,10,TBA3,0/40,S 08:30 AM - 10:00 AM

ECO7101,11,TBA1,0/40,R 01:30 PM - 03:00 PM
ECO7101,11,TBA1,0/40,S 01:30 PM - 03:00 PM
ECO7101,12,TBA,0/40,MW 08:30 AM - 10:00 AM
ECO7101,13,"SANJAN
A",0/40,MW 08:30 AM - 10:00 AM
ECO7101,14,"SANJAN
A",0/40,SR 03:10 PM - 04:40 PM
ECO7101,15,ABONTI,0/40,TR 04:50 PM - 06:20 PM
ECO7101,16,TBA2,0/40,MW 03:10 PM - 04:40 PM
ECO7101,17,STO,0/40,SR 08:30 AM - 10:00 AM
ECO7101,18,ABONTI,0/40,ST 03:10 PM - 04:40 PM
ECO7101,19,SADIA,0/40,MW 01:30 PM - 03:00 PM
ECO7101,20,TBA2,0/40,S 03:10 PM - 04:40 PM
ECO7101,20,TBA2,0/40,R 03:10 PM - 04:40 PM
ECO7101,21,TBA3,0/40,MW 03:10 PM - 04:40 PM
ECO7101,22,TBA,0/40,R 01:30 PM - 03:00 PM
ECO7101,22,TBA,0/40,S 01:30 PM - 03:00 PM
ECO7102,1,MAAM,0/40,ST 03:10 PM - 04:40 PM
ECO7102,2,STO,0/40,MW 01:30 PM - 03:00 PM
ECO7102,3,KMM,0/40,SR 08:30 AM - 10:00 AM
ECO7102,4,KMM,0/40,T 01:30 PM - 03:00 PM
ECO7102,4,KMM,0/40,R 01:30 PM - 03:00 PM
ECO7102,5,TBA2,0/40,S 08:30 AM - 10:00 AM
ECO7102,5,TBA2,0/40,T 08:30 AM - 10:00 AM
ECO7102,6,TBA1,0/40,S 11:50 AM - 01:20 PM
ECO7102,6,TBA1,0/40,T 11:50 AM - 01:20 PM

ECO7102,7,MAAM,0/40,MW 11:50 AM - 01:20 PM
ECO7102,8,SEH,0/40,MW 10:10 AM - 11:40 AM
ECO7102,9,"SADMA
N",0/40,MW 04:50 PM - 06:20 PM
ECO7102,10,TBA3,0/40,S 03:10 PM - 04:40 PM
ECO7102,10,TBA3,0/40,R 03:10 PM - 04:40 PM
ECO7104,1,ERP,0/40,MW 01:30 PM - 03:00 PM
ECO7104,2,"SANJAN
A",0/40,MW 03:10 PM - 04:40 PM
ECO7104,3,PPC,0/40,S 03:10 PM - 04:40 PM
ECO7104,3,PPC,0/40,T 03:10 PM - 04:40 PM
ECO7104,4,MASM,0/40,MW 03:10 PM - 04:40 PM
ECO7104,5,SADIA,0/40,T 04:50 PM - 06:20 PM
ECO7104,5,SADIA,0/40,S 04:50 PM - 06:20 PM
ECO7104,6,TMNA,0/40,S 11:50 AM - 01:20 PM
ECO7104,6,TMNA,0/40,R 11:50 AM - 01:20 PM
ECO7104,7,PAG,0/40,R 11:50 AM - 01:20 PM
ECO7104,7,PAG,0/40,S 11:50 AM - 01:20 PM
ECO7104,8,"SADMA
N",0/40,SR 10:10 AM - 11:40 AM
ECO7104,9,TMNA,0/40,TR 03:10 PM - 04:40 PM
ECO7104,10,PPC,0/40,MW 04:50 PM - 06:20 PM
ECO7104,11,AKH,0/40,S 03:10 PM - 04:40 PM
ECO7104,11,AKH,0/40,R 03:10 PM - 04:40 PM
ECO7104,12,AFD,0/40,TR 03:10 PM - 04:40 PM
ECO7107,1,TBA,0/40,S 03:10 PM - 04:40 PM
ECO7107,1,TBA,0/40,R 03:10 PM - 04:40 PM

ECO7107,2,TBA,0/40,R 04:50 PM - 06:20 PM
ECO7107,2,TBA,0/40,S 04:50 PM - 06:20 PM
ECO7204,1,ERP,0/40,MW 04:50 PM - 06:20 PM
ECO7204,2,ERP,0/40,T 08:30 AM - 10:00 AM
ECO7204,2,ERP,0/40,R 08:30 AM - 10:00 AM
ECO7204,3,SEH,0/40,T 01:30 PM - 03:00 PM
ECO7204,3,SEH,0/40,R 01:30 PM - 03:00 PM
ECO7204,4,AFD,0/40,T 08:30 AM - 10:00 AM
ECO7204,4,AFD,0/40,R 08:30 AM - 10:00 AM
ECO7204,5,PAG,0/40,MW 04:50 PM - 06:20 PM
ECO7204,6,SEH,0/40,MW 03:10 PM - 04:40 PM
ECO7204,7,GQH,0/40,R 10:10 AM - 11:40 AM
ECO7204,7,GQH,0/40,T 10:10 AM - 11:40 AM
ECO7204,8,PAG,0/40,MW 01:30 PM - 03:00 PM
ECO7204,9,AFD,0/40,MW 11:50 AM - 01:20 PM
ECO7220,1,SYJ,0/40,MW 08:30 AM - 10:00 AM
ECO7260,1,SEH,0/40,TR 10:10 AM - 11:40 AM
ECO7260,2,ERP,0/40,T 01:30 PM - 03:00 PM
ECO7260,2,ERP,0/40,R 01:30 PM - 03:00 PM
ECO7301,1,MC,0/40,ST 11:50 AM - 01:20 PM
ECO7301,2,UM,0/40,MW 01:30 PM - 03:00 PM
ECO7302,1,MAAM,0/40,T 11:50 AM - 01:20 PM
ECO7302,1,MAAM,0/40,S 11:50 AM - 01:20 PM
ECO7302,2,BKN,0/40,MW 01:30 PM - 03:00 PM

ECO7310,1,AKH,0/40,ST 11:50 AM - 01:20 PM
ECO7310,2,GQH,0/40,MW 01:30 PM - 03:00 PM
ECO7312,1,SSM,0/40,MW 10:10 AM - 11:40 AM
ECO7315,1,AFD,0/40,MW 08:30 AM - 10:00 AM
ECO7328,1,BKN,0/40,ST 11:50 AM - 01:20 PM
ECO7328,2,AKH,0/40,MW 11:50 AM - 01:20 PM
ECO7349,1,SSM,0/40,SR 01:30 PM - 03:00 PM
ECO7349,2,SSM,0/40,MW 01:30 PM - 03:00 PM
ECO7354,1,BAM,0/40,ST 10:10 AM - 11:40 AM
ECO7360,1,GQH,0/40,T 03:10 PM - 04:40 PM
ECO7360,1,GQH,0/40,R 03:10 PM - 04:40 PM
ECO7360,2,AKH,0/40,MW 10:10 AM - 11:40 AM
ECO7382,1,DEH,0/40,F 02:30 PM - 05:30 PM
ECO7406,1,BAM,0/40,ST 01:30 PM - 03:00 PM
ECO7414,1,PKA,0/40,MW 03:10 PM - 04:40 PM
ECO7433,1,HIA,0/40,A 09:00 AM - 12:00 PM
ECO7447,1,AMRH,0/40,ST 01:30 PM - 03:00 PM
ECO7449,1,BKN,0/40,MW 10:10 AM - 11:40 AM
ECO7453,1,MC,0/40,MW 01:30 PM - 03:00 PM
ECO7455,1,PKA,0/40,ST 01:30 PM - 03:00 PM
ECO7465,1,DEH,0/40,F 10:00 AM - 01:00 PM
ECO7467,1,IH,0/40,MW 10:10 AM - 11:40 AM
ECO7475,1,PKA,0/40,MW 11:50 AM - 01:20 PM
ECO7477,1,DHN,0/40,ST 10:10 AM - 11:40 AM

ECO7477,2,DHN,0/40,A 12:10 PM - 03:10 PM
ECO7490,1,DHN,0/40,ST 11:50 AM - 01:20 PM
EDC101,1,MASM,0/40,T 01:30 PM - 03:00 PM
EDC101,1,MASM,0/40,R 01:30 PM - 03:00 PM
EDC101,2,PPC,0/40,MW 01:30 PM - 03:00 PM
GEN7226,1,TMD,0/40,MW 11:50 AM - 01:20 PM
GEN7226,2,TMD,0/40,MW 03:10 PM - 04:40 PM
GEN7226,3,ALIM,0/40,SR 03:10 PM - 04:40 PM
GEN7226,4,TAHSAN,0/40,TR 10:10 AM - 11:40 AM
GEN7226,5,AYESHA,0/40,TR 11:50 AM - 01:20 PM
GEN7226,6,TAHSAN,0/40,TR 11:50 AM - 01:20 PM
GEN7226,7,DABP,0/40,ST 08:30 AM - 10:00 AM
GEN7226,8,NHAM,0/40,ST 10:10 AM - 11:40 AM
GEN7226,9,DABP,0/40,ST 10:10 AM - 11:40 AM
GEN7226,10,ALIM,0/40,R 11:50 AM - 01:20 PM
GEN7226,10,ALIM,0/40,S 11:50 AM - 01:20 PM
GEN7226,11,ATIQUE,0/40,MW 08:30 AM - 10:00 AM
GEN7226,12,MAZB,0/40,TR 08:30 AM - 10:00 AM
GEN7226,13,MAZB,0/40,T 11:50 AM - 01:20 PM
GEN7226,13,MAZB,0/40,R 11:50 AM - 01:20 PM
GEN7226,14,NAB,0/40,SR 03:10 PM - 04:40 PM
GEN7226,15,ATIQUE,0/40,MW 10:10 AM - 11:40 AM
GEN7226,16,MAAHC,0/40,TR 11:50 AM - 01:20 PM
GEN7226,17,DKLE,0/40,MW 08:30 AM - 10:00 AM

GEN7226,18,DKLE,0/40,MW 10:10 AM - 11:40 AM
GEN7226,19,AYESHA,0/40,TR 08:30 AM - 10:00 AM
GEN7226,20,USRA,0/40,SR 10:10 AM - 11:40 AM
GEN7226,21,USRA,0/40,SR 11:50 AM - 01:20 PM
GEN7226,22,TAA,0/40,MW 11:50 AM - 01:20 PM
GEN7226,23,TAA,0/40,MW 03:10 PM - 04:40 PM
GEN7226,24,NAB,1/40,MW 08:30 AM - 10:00 AM
GEN7226,25,DMEI,0/40,MW 11:50 AM - 01:20 PM
GEN7226,26,DMEI,0/40,MW 01:30 PM - 03:00 PM
GEN7226,27,NAB,0/40,MW 10:10 AM - 11:40 AM
MAT7100,1,UM,0/40,S 03:10 PM - 04:40 PM
MAT7100,1,UM,0/40,T 03:10 PM - 04:40 PM
MAT7100,2,SADIA,0/40,ST 03:10 PM - 04:40 PM
MAT7100,3,KMA,0/40,MW 01:30 PM - 03:00 PM
MAT7100,4,KMA,0/40,MW 03:10 PM - 04:40 PM
MAT7100,5,MARF,0/40,TR 08:30 AM - 10:00 AM
MAT7100,6,SADIA,0/40,MW 03:10 PM - 04:40 PM
MAT7100,7,ABONTI,0/40,MW 11:50 AM - 01:20 PM
MAT7100,8,MARF,0/40,T 10:10 AM - 11:40 AM
MAT7100,8,MARF,0/40,R 10:10 AM - 11:40 AM
MAT7100,9,STO,0/40,R 01:30 PM - 03:00 PM
MAT7100,9,STO,0/40,S 01:30 PM - 03:00 PM
MAT7100,10,ABONTI,0/40,MW 03:10 PM - 04:40 PM
MAT7100,11,UM,0/40,S 11:50 AM - 01:20 PM

MAT7100,11,UM,0/40,T 11:50 AM - 01:20 PM
MAT7110,1,PPC,0/40,S 10:10 AM - 11:40 AM
MAT7110,1,PPC,0/40,T 10:10 AM - 11:40 AM
MAT7110,2,KMM,0/40,MW 08:30 AM - 10:00 AM
MAT7110,3,MAAM,0/40,MW 03:10 PM - 04:40 PM
MAT7110,4,"SADMA
N",0/40,TR 03:10 PM - 04:40 PM
MAT7110,5,SYJ,0/40,T 10:10 AM - 11:40 AM
MAT7110,5,SYJ,0/40,R 10:10 AM - 11:40 AM
MAT7110,6,SYJ,0/40,T 01:30 PM - 03:00 PM
MAT7110,6,SYJ,0/40,R 01:30 PM - 03:00 PM
MAT7110,7,"SADMA
N",0/40,MW 01:30 PM - 03:00 PM
MAT7110,8,TMNA,0/40,MW 04:50 PM - 06:20 PM
MAT7110,9,"SANJAN
A",0/40,SR 10:10 AM - 11:40 AM
MAT7110,10,MASM,0/40,MW 11:50 AM - 01:20 PM
MAT7110,11,TBA,0/0,MW 01:30 PM - 03:00 PM
MAT7211,1,SSM,0/40,SR 10:10 AM - 11:40 AM
MAT7211,2,BAM,0/40,MW 10:10 AM - 11:40 AM
MAT7211,3,BKN,0/40,ST 08:30 AM - 10:00 AM
MAT7211,4,GQH,0/40,MW 08:30 AM - 10:00 AM
MAT7211,5,MOAK,0/40,TR 08:30 AM - 10:00 AM
MAT7211,6,PAG,0/40,S 03:10 PM - 04:40 PM
MAT7211,6,PAG,0/40,R 03:10 PM - 04:40 PM
MAT7211,7,MOAK,0/40,TR 10:10 AM - 11:40 AM
MAT7211,8,KMM,0/40,MW 01:30 PM - 03:00 PM

MAT7211,9,SYJ,0/40,MW 01:30 PM - 03:00 PM
MAT7211,10,MASM,0/40,TR 04:50 PM - 06:20 PM
MDS502,1,DQSD,0/40,A 03:20 PM - 06:20 PM
MDS503,1,DIAK,0/40,A 09:00 AM - 12:00 PM
MDS530,1,DZK,0/40,A 12:10 PM - 03:10 PM
MDS670,1,BB,0/40,F 02:30 PM - 05:30 PM
MDS690,1,DZK,0/40,A 03:20 PM - 06:20 PM
MDS695,1,TBA,0/40,F 09:00 AM - 10:00 AM
MDS699,1,TBA,0/40,F 09:00 AM - 10:00 AM
MED505,1,BB,0/40,F 10:00 AM - 01:00 PM
MED634,1,BB,0/40,F 02:30 PM - 05:30 PM
EEE101,1,STDR,0/30,S 10:10 AM - 11:40 AM
EEE101,1,STDR,0/30,T 08:00 AM - 10:00 AM
EEE101,1,STDR,0/30,T 08:00 AM - 10:00 AM
EEE101,1,STDR,0/30,R 10:10 AM - 11:40 AM
EEE101,2,ADRN,0/30,T 10:10 AM - 12:10 PM
EEE101,2,ADRN,0/30,T 10:10 AM - 12:10 PM
EEE101,2,ADRN,0/30,MW 10:10 AM - 11:40 AM
EEE101,3,DMMUR,0/30,ST 11:50 AM - 01:20 PM
EEE101,3,DAH,0/30,W 01:30 PM - 03:30 PM
EEE101,3,DAH,0/30,W 01:30 PM - 03:30 PM
EEE101,4,DAH,0/30,S 10:10 AM - 12:10 PM
EEE101,4,DMMUR,0/30,MW 01:30 PM - 03:00 PM
EEE101,4,DAH,0/30,S 10:10 AM - 12:10 PM

EEE102,1,DMRK,0/30,ST 08:30 AM - 10:00 AM
EEE102,1,DMRK,0/30,R 08:00 AM - 10:00 AM
EEE102,2,KHA,0/30,S 01:30 PM - 03:30 PM
EEE102,2,DMRK,0/30,MW 10:10 AM - 11:40 AM
EEE105,1,KNS,0/30,MW 11:50 AM - 01:20 PM
EEE105,1,KNS,0/30,T 01:30 PM - 03:30 PM
EEE105,2,FMA,0/30,R 01:30 PM - 03:30 PM
EEE105,2,FMA,0/30,ST 11:50 AM - 01:20 PM
EEE165,1,RNS,0/40,TR 01:30 PM - 03:00 PM
EEE165,2,RNS,0/40,TR 03:10 PM - 04:40 PM
EEE201,1,HAB,0/30,MW 08:30 AM - 10:00 AM
EEE201,1,DMMUR,0/30,S 08:00 AM - 10:00 AM
EEE201,1,DMMUR,0/30,S 08:00 AM - 10:00 AM
EEE201,2,DRAH,0/30,S 01:30 PM - 03:30 PM
EEE201,2,DRAH,0/30,S 01:30 PM - 03:30 PM
EEE201,2,HAB,0/30,TR 08:30 AM - 10:00 AM
EEE202,1,DMMAH,0/30,MW 01:30 PM - 03:00 PM
EEE202,1,DMMAH,0/30,S 01:30 PM - 03:30 PM
EEE202,2,KNS,0/30,T 10:10 AM - 12:10 PM
EEE202,2,KNS,0/30,S 03:10 PM - 04:40 PM
EEE202,2,KNS,0/30,R 03:10 PM - 04:40 PM
EEE204,1,DMRK,0/30,ST 11:50 AM - 01:20 PM
EEE204,1,DMRK,0/30,W 08:00 AM - 10:00 AM
EEE204,2,RZS,0/30,S 10:10 AM - 12:10 PM

EEE204,2,RZS,0/30,MW 01:30 PM - 03:00 PM
EEE205,1,DMMUR,0/30,MW 10:10 AM - 11:40 AM
EEE205,1,DMMUR,0/30,R 10:10 AM - 12:10 PM
EEE205,1,DMMUR,0/30,R 10:10 AM - 12:10 PM
EEE205,2,RZS,0/30,S 01:30 PM - 03:30 PM
EEE205,2,RZS,0/30,T 03:10 PM - 04:40 PM
EEE205,2,RZS,0/30,R 03:10 PM - 04:40 PM
EEE300,1,ADRN,0/40,ST 03:10 PM - 04:40 PM
EEE300,2,ADRN,0/40,S 11:50 AM - 01:20 PM
EEE300,2,ADRN,0/40,R 11:50 AM - 01:20 PM
EEE301,1,SMNP,0/30,MW 03:10 PM - 04:40 PM
EEE301,1,SMNP,0/30,R 10:10 AM - 12:10 PM
EEE301,2,KHA,0/30,S 10:10 AM - 12:10 PM
EEE301,2,KHA,0/30,S 10:10 AM - 12:10 PM
EEE301,2,KHA,0/30,TR 11:50 AM - 01:20 PM
EEE303,1,DFP,0/40,ST 03:10 PM - 04:40 PM
EEE304,1,DRAH,0/30,TR 01:30 PM - 03:00 PM
EEE304,1,DRAH,0/30,R 08:00 AM - 10:00 AM
EEE304,1,DRAH,0/30,R 08:00 AM - 10:00 AM
EEE304,2,DRAH,0/30,T 10:10 AM - 12:10 PM
EEE304,2,DRAH,0/30,T 10:10 AM - 12:10 PM
EEE304,2,DRAH,0/30,MW 03:10 PM - 04:40 PM
EEE305,1,DFP,0/40,MW 11:50 AM - 01:20 PM
EEE306,1,MMAI,0/30,MW 10:10 AM - 11:40 AM

EEE306,1,MMAI,0/30,T 08:00 AM - 10:00 AM
EEE306,1,MMAI,0/30,T 08:00 AM - 10:00 AM
EEE306,2,RZS,0/30,W 10:10 AM - 12:10 PM
EEE306,2,RZS,0/30,W 10:10 AM - 12:10 PM
EEE306,2,MMAI,0/30,SR 08:30 AM - 10:00 AM
EEE307,1,KNS,0/30,MW 03:10 PM - 04:40 PM
EEE307,1,KNS,0/30,S 04:50 PM - 06:50 PM
EEE308,1,STDR,0/40,S 03:10 PM - 04:40 PM
EEE308,1,STDR,0/40,R 03:10 PM - 04:40 PM
EEE309,1,HAB,0/30,ST 11:50 AM - 01:20 PM
EEE309,1,HAB,0/30,R 10:10 AM - 12:10 PM
EEE309,1,HAB,0/30,R 10:10 AM - 12:10 PM
EEE399,1,MMKR,0/40,MW 08:30 AM - 10:00 AM
EEE400A,1,DAH,0/40,M 10:10 AM - 11:40 AM
EEE400B,1,TBA,0/40,F 10:10 AM - 11:40 AM
EEE400C,1,TBA,0/40,F 10:10 AM - 11:40 AM
EEE402,1,STDR,0/30,MW 01:30 PM - 03:00 PM
EEE402,1,STDR,0/30,T 01:30 PM - 03:30 PM
EEE402,1,STDR,0/30,T 01:30 PM - 03:30 PM
EEE403,1,MMAI,0/40,MW 08:30 AM - 10:00 AM
EEE416,1,DMMAH,0/30,SR 11:50 AM - 01:20 PM
EEE416,1,DMMAH,0/30,M 10:10 AM - 12:10 PM
EEE416,1,DMMAH,0/30,M 10:10 AM - 12:10 PM
EEE417,1,KHA,0/40,MW 01:30 PM - 03:00 PM

EEE418,1,DAH,0/30,ST 01:30 PM - 03:00 PM
EEE418,1,DMMAH,0/30,W 10:10 AM - 12:10 PM
EEE418,1,DMMAH,0/30,W 10:10 AM - 12:10 PM
EEE421,1,DFP,0/30,T 04:50 PM - 06:50 PM
EEE421,1,DFP,0/30,T 04:50 PM - 06:50 PM
EEE421,1,DFP,0/30,MW 03:10 PM - 04:40 PM
EEE433,1,FMA,0/30,SR 10:10 AM - 11:40 AM
EEE433,1,FMA,0/30,S 04:50 PM - 06:50 PM
EEE436,1,FMA,0/40,MW 08:30 AM - 10:00 AM
EEE441,1,SMNP,0/40,ST 10:10 AM - 11:40 AM
EEE442,1,SMNP,0/30,T 03:10 PM - 04:40 PM
EEE442,1,SMNP,0/30,S 08:00 AM - 10:00 AM
EEE442,1,SMNP,0/30,S 08:00 AM - 10:00 AM
EEE442,1,SMNP,0/30,R 03:10 PM - 04:40 PM
EEE445,1,DAH,0/40,TR 08:30 AM - 10:00 AM
CE100,1,TAJWAR,0/30,S 11:50 AM - 01:50 PM
CE100,2,MRMK,0/30,T 01:30 PM - 03:30 PM
CE100,3,KASB,0/30,M 10:10 AM - 12:10 PM
CE101,1,DMNH,0/40,MW 03:10 PM - 04:40 PM
CE101,2,TAJWAR,0/40,MW 03:10 PM - 04:40 PM
CE101,3,TAJWAR,0/40,MW 04:50 PM - 06:20 PM
CE102,1,TAJWAR,0/30,T 01:30 PM - 03:30 PM
CE102,2,TBA,0/30,R 04:50 PM - 06:50 PM
CE103,1,MRMK,0/30,MW 11:50 AM - 01:20 PM

CE103,1,MRMK,0/30,S 08:00 AM - 10:00 AM
CE103,2,MRMK,0/30,S 11:50 AM - 01:50 PM
CE103,2,MRMK,0/30,ST 10:10 AM - 11:40 AM
CE103,3,TAJWAR,0/30,ST 08:30 AM - 10:00 AM
CE103,3,TAJWAR,0/30,S 03:10 PM - 05:10 PM
CE200,1,DMKT,0/30,W 10:10 AM - 12:10 PM
CE200,2,KASB,0/30,M 08:00 AM - 10:00 AM
CE201,1,DMTS,0/30,TR 11:50 AM - 01:20 PM
CE201,1,DMTS,0/30,M 03:10 PM - 05:10 PM
CE201,2,DMTS,0/30,T 03:30 PM - 05:30 PM
CE201,2,DMTS,0/30,MW 01:30 PM - 03:00 PM
CE203,1,MRMK,0/40,MW 01:30 PM - 03:00 PM
CE208,1,SAIFUL,0/40,M 10:10 AM - 01:10 PM
CE211,1,DMNH,0/30,ST 10:10 AM - 11:40 AM
CE211,1,DMNH,0/30,W 10:10 AM - 01:10 PM
CE213,1,ALHAZ,0/40,MW 10:10 AM - 11:40 AM
CE261,1,KASB,0/30,TR 11:50 AM - 01:20 PM
CE261,1,KASB,0/30,R 08:00 AM - 11:00 AM
CE301,1,ALHAZ,0/30,R 10:10 AM - 01:10 PM
CE301,1,ALHAZ,0/30,TR 08:30 AM - 10:00 AM
CE301,2,SADIK,0/30,TR 08:30 AM - 10:00 AM
CE301,2,SADIK,0/30,M 11:50 AM - 02:50 PM
CE311,1,DMKT,0/40,MW 03:10 PM - 04:40 PM
CE315,1,SAIFUL,0/30,TR 11:50 AM - 01:20 PM

CE315,1,SAIFUL,0/30,W 01:30 PM - 04:30 PM
CE319,1,ALHAZ,0/30,R 01:30 PM - 04:30 PM
CE319,1,ALHAZ,0/30,MW 03:10 PM - 04:40 PM
CE331,1,SADIK,0/30,ST 11:50 AM - 01:20 PM
CE331,1,SADIK,0/30,S 03:10 PM - 06:10 PM
CE333,1,SADIK,0/40,MW 10:10 AM - 11:40 AM
CE341,1,DMKT,0/30,SR 01:30 PM - 03:00 PM
CE341,1,DMKT,0/30,T 01:30 PM - 04:30 PM
CE351,1,DMTS,0/40,SR 08:30 AM - 10:00 AM
CE361,1,KASB,0/30,ST 10:10 AM - 11:40 AM
CE361,1,KASB,0/30,W 11:50 AM - 02:50 PM
CE361Lab,1,KASB,0/30,
CE408,1,SAIFUL,0/40,M 10:10 AM - 01:10 PM
CE410,1,DMNH,0/40,S 03:10 PM - 06:10 PM
CE411,1,SAIFUL,0/40,ST 01:30 PM - 03:00 PM
CE431,1,SADIK,0/40,MW 10:10 AM - 11:40 AM
CE441,1,DMKT,0/40,MW 08:30 AM - 10:00 AM
CE451,1,DMTS,0/40,SR 08:30 AM - 10:00 AM
CE454,1,KMSN,0/40,R 04:10 PM - 07:10 PM
CE455,1,KMSN,0/40,R 02:00 PM - 04:00 PM
CE459,1,DFD,0/40,R 08:00 AM - 10:00 AM
CE461,1,KASB,0/30,ST 10:10 AM - 11:40 AM
CE461,1,KASB,0/30,W 11:50 AM - 02:50 PM
CE7100,1,TAJWAR,0/30,S 11:50 AM - 01:50 PM

CE7100,2,MRMK,0/30,T 01:30 PM - 03:30 PM
CE7100,3,KASB,0/30,M 10:10 AM - 12:10 PM
CE7101,1,DMNH,0/40,MW 03:10 PM - 04:40 PM
CE7101,2,TAJWAR,0/40,MW 03:10 PM - 04:40 PM
CE7101,3,TAJWAR,0/40,MW 04:50 PM - 06:20 PM
CE7102,1,TAJWAR,0/30,T 01:30 PM - 03:30 PM
CE7102,2,TBA,0/30,R 04:50 PM - 06:50 PM
CE7103,1,MRMK,0/30,MW 11:50 AM - 01:20 PM
CE7103,1,MRMK,0/30,S 08:00 AM - 10:00 AM
CE7103,2,MRMK,0/30,S 11:50 AM - 01:50 PM
CE7103,2,MRMK,0/30,ST 10:10 AM - 11:40 AM
CE7103,3,TAJWAR,0/30,S 03:10 PM - 05:10 PM
CE7103,3,TAJWAR,0/30,ST 08:30 AM - 10:00 AM
CE7200,1,DMKT,0/30,W 10:10 AM - 12:10 PM
CE7200,2,KASB,0/30,M 08:00 AM - 10:00 AM
CE7201,1,DMTS,0/30,M 03:10 PM - 05:10 PM
CE7201,1,DMTS,0/30,TR 11:50 AM - 01:20 PM
CE7201,2,DMTS,0/30,MW 01:30 PM - 03:00 PM
CE7201,2,DMTS,0/30,T 03:30 PM - 05:30 PM
INF7101,1,DDB,0/40,ST 10:10 AM - 11:40 AM
INF7101,2,DDB,0/40,MW 10:10 AM - 11:40 AM
INF7102,1,ARSN,0/40,S 11:50 AM - 01:20 PM
INF7102,1,ARSN,0/40,T 11:50 AM - 01:20 PM
INF7102,2,ARSN,0/40,MW 11:50 AM - 01:20 PM

INF7103,1,DMSL,0/40,MW 10:10 AM - 11:40 AM
INF7103,2,DMSL,0/40,SR 10:10 AM - 11:40 AM
INF7104,1,RAISA,0/40,SR 10:10 AM - 11:40 AM
INF7104,2,RAISA,0/40,MW 10:10 AM - 11:40 AM
INF7106,1,RAIYAN,0/40,MW 11:50 AM - 01:20 PM
